"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Region"	"Region Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Incidence Counts
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	45
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.648	29	45
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.894	49	59
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.653	84	144
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.991	40	47
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.841	93	130
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.813	330	415
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.828	372	481
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.888	410	485
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.885	1245	1454
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.881	210	240
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.843	3395	4047
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.881	4028	4642
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.868	6014	7035
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.879	3538	4086
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	37
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	22
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	56
	"Pancreas"	"21100"	"2013"	"2013"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	20
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.667	29	46
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.712	41	61
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	1.106 (Unreliable)	128	123
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.702	37	61
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.892	101	126
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.796	386	487
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.770	433	569
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.835	463	565
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.788	1414	1818
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.831	193	238
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.801	3425	4102
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.854	3896	4479
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.857	5650	6454
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.893	3453	3856
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	32
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	17
	"Pancreas"	"21100"	"2014"	"2014"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	51
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.851	16	25
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.667	28	36
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.652	46	75
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.943	100	117
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.600	34	65
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.703	74	109
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.822	341	424
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.778	358	481
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.785	439	560
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.893	1352	1568
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.804	199	250
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.831	3451	4190
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.897	4326	4874
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.868	6305	7341
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.870	3681	4319
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	32
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	26
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	47
	"Pancreas"	"21100"	"2014"	"2014"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	20
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.672	19	30
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.830	40	48
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.817	43	55
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.760	107	149
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.897	50	55
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.794	101	140
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.847	440	515
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.766	469	617
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.832	519	625
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.828	1498	1845
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.846	210	251
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.816	3448	4098
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.841	4082	4714
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.857	5785	6654
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.841	3405	3995
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	21
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	66
	"Pancreas"	"21100"	"2015"	"2015"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	16
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.691	38	56
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.745	48	68
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.748	92	132
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.964	53	61
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.722	106	154
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.864	384	449
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.825	390	494
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.881	440	519
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.863	1322	1593
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.920	231	263
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.800	3463	4362
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.860	4307	5053
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.862	6576	7689
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.886	3923	4470
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	30
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	19
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	82
	"Pancreas"	"21100"	"2015"	"2015"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	27
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.804	23	26
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	1.000 (Unreliable)	35	39
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.730	51	71
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.670	91	143
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.841	55	65
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.756	126	170
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.817	433	522
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.806	486	605
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.922	525	578
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.899	1545	1752
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.787	218	282
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.822	3545	4188
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.867	4156	4674
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.834	5992	7046
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.840	3569	4168
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	32
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	78
	"Pancreas"	"21100"	"2016"	"2016"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	32
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.670	22	30
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.942	40	46
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.594	51	94
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.677	112	171
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.888	44	54
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.812	118	154
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.780	387	497
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.816	408	519
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.837	454	562
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.875	1396	1646
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.851	245	304
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.808	3557	4418
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.878	4411	5084
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.872	6711	7770
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.873	3939	4600
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	33
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	112
	"Pancreas"	"21100"	"2016"	"2016"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	36
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.473	17	36
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.756	24	33
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.819	52	67
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.712	128	186
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.881	55	63
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.858	125	156
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.785	439	558
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.743	482	644
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.844	532	635
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.791	1538	1979
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.854	229	271
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.798	3572	4326
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.873	4193	4695
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.848	6042	7035
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.866	3661	4166
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	49
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	22
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	95
	"Pancreas"	"21100"	"2017"	"2017"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	29
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.800	18	23
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.835	40	46
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.779	54	75
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.835	135	166
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.718	38	59
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.786	130	178
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.785	374	487
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.861	436	516
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.891	489	557
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.856	1431	1691
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.860	246	300
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.820	3771	4633
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.885	4737	5432
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.864	6850	7960
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.877	4167	4804
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	47
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	24
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	111
	"Pancreas"	"21100"	"2017"	"2017"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	38
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.717	24	34
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.672	35	53
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.785	40	56
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.769	124	167
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.576	52	97
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.778	127	167
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.806	476	575
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.787	513	658
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.770	492	644
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.784	1659	2124
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.832	215	260
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.814	3632	4292
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.887	4318	4724
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.856	6286	7159
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.870	3566	4029
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	59
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	28
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	90
	"Pancreas"	"21100"	"2018"	"2018"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	40
	"Pancreas"	"21100"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.674	16	20
	"Pancreas"	"21100"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.799	36	46
	"Pancreas"	"21100"	"2018"	"2018"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.886	63	77
